id,EVENT_UNIQUE_ID,OCCURRENCE_DATE,OCCURRENCE_YEAR,LOCATION_TYPE,AGE_BIAS,MENTAL_OR_PHYSICAL_DISABILITY,RACE_BIAS,ETHNICITY_BIAS,LANGUAGE_BIAS,RELIGION_BIAS,SEXUAL_ORIENTATION_BIAS,GENDER_BIAS,PRIMARY_OFFENCE,HOOD_158,ARREST_MADE,MULTIPLE_BIAS
389,371934,2020-03-26,2020,Public,FALSE,FALSE,South Asian,None,Mandarin,Buddhist,None,Female,Harassment,145,TRUE,TRUE
390,459804,2023-04-01,2023,Public,TRUE,FALSE,South Asian,Japanese,Mandarin,Jewish,None,Male,Harassment,103,FALSE,TRUE
391,911756,2020-11-30,2020,Commercial,TRUE,TRUE,Asian/Southeast Asian,Japanese,Mandarin,Christian,None,Female,Threat,46,FALSE,TRUE
392,458267,2022-03-07,2022,Commercial,FALSE,FALSE,South Asian,None,None,Christian,2SLGBT,Female,Harassment,56,TRUE,TRUE
393,733227,2023-07-14,2023,Other,TRUE,FALSE,Asian/Southeast Asian,African,None,Buddhist,Gay,None,Vandalism,99,TRUE,TRUE
394,304363,2021-03-19,2021,Public,FALSE,FALSE,None,Afghan,Mandarin,None,Gay,Female,Assault,18,FALSE,TRUE
395,698613,2023-12-07,2023,Residential,TRUE,TRUE,White,Chinese,Arabic,Muslim,2SLGBT,Female,Threat,114,TRUE,TRUE
396,285205,2018-10-01,2018,Residential,TRUE,FALSE,None,Chinese,Hindi,Christian,Gay,Male,Harassment,61,TRUE,TRUE
397,886871,2020-01-28,2020,Residential,FALSE,FALSE,Black,Israeli,None,Christian,Gay,None,Vandalism,101,TRUE,TRUE
398,689714,2019-10-04,2019,Residential,TRUE,TRUE,None,Japanese,None,Christian,None,Female,Assault,40,TRUE,TRUE
399,935321,2020-11-30,2020,Residential,TRUE,TRUE,Black,Japanese,Spanish,Muslim,None,Male,Harassment,57,TRUE,TRUE
400,731941,2020-07-13,2020,Other,TRUE,TRUE,White,Japanese,Spanish,Christian,2SLGBT,Male,Threat,138,FALSE,TRUE
401,875211,2019-09-03,2019,Commercial,FALSE,TRUE,Black,Israeli,Arabic,Christian,Gay,Male,Assault,58,TRUE,TRUE
402,756522,2018-05-01,2018,Public,TRUE,FALSE,Asian/Southeast Asian,African,None,Muslim,2SLGBT,None,Threat,91,FALSE,TRUE
403,105504,2018-01-05,2018,Other,TRUE,FALSE,None,Japanese,Mandarin,Christian,Gay,Male,Vandalism,68,FALSE,TRUE
404,754566,2019-01-04,2019,Residential,TRUE,TRUE,Asian/Southeast Asian,Afghan,English,None,None,Male,Vandalism,79,FALSE,TRUE
405,392772,2019-11-16,2019,Other,TRUE,TRUE,South Asian,Arab,Mandarin,Buddhist,Gay,Female,Vandalism,12,TRUE,TRUE
406,971062,2018-11-13,2018,Other,TRUE,FALSE,None,Afghan,None,Other,None,Male,Threat,151,FALSE,TRUE
407,291597,2023-04-19,2023,Commercial,FALSE,FALSE,Black,Japanese,Hindi,None,2SLGBT,Male,Threat,156,FALSE,TRUE
408,862084,2020-08-07,2020,Residential,FALSE,TRUE,Black,African,Hindi,Jewish,None,Female,Vandalism,21,TRUE,TRUE
409,508213,2023-03-23,2023,Other,TRUE,FALSE,Asian/Southeast Asian,Israeli,None,Other,None,None,Assault,72,TRUE,TRUE
410,416653,2022-05-27,2022,Commercial,FALSE,FALSE,None,African,None,Other,Gay,Female,Threat,64,FALSE,TRUE
411,765468,2019-07-04,2019,Residential,TRUE,FALSE,Black,Israeli,Spanish,Jewish,None,Female,Harassment,48,TRUE,TRUE
412,947226,2022-11-20,2022,Residential,FALSE,FALSE,Black,Japanese,None,Christian,2SLGBT,Male,Assault,139,TRUE,TRUE
413,195017,2022-07-07,2022,Commercial,FALSE,TRUE,White,African,Hindi,None,2SLGBT,Female,Vandalism,124,FALSE,TRUE
414,930788,2022-03-09,2022,Residential,FALSE,TRUE,South Asian,None,Mandarin,Christian,Gay,Female,Assault,56,FALSE,TRUE
415,835494,2022-07-19,2022,Other,FALSE,TRUE,White,Chinese,Mandarin,Other,Gay,Transgender,Assault,59,FALSE,TRUE
416,899743,2019-03-14,2019,Other,FALSE,FALSE,South Asian,Israeli,English,Other,2SLGBT,Male,Assault,13,FALSE,TRUE
417,887843,2020-03-06,2020,Commercial,TRUE,TRUE,Black,Latino,Hindi,Jewish,Gay,Male,Assault,134,TRUE,TRUE
418,901467,2018-05-27,2018,Public,FALSE,TRUE,Black,None,English,Jewish,Gay,Male,Threat,29,FALSE,TRUE
419,315255,2018-07-11,2018,Residential,TRUE,FALSE,South Asian,None,Hindi,Buddhist,Gay,None,Threat,75,TRUE,TRUE
420,328693,2021-10-17,2021,Other,TRUE,TRUE,White,African,Mandarin,Other,Gay,None,Assault,62,TRUE,TRUE
421,991572,2018-04-15,2018,Other,TRUE,TRUE,None,None,None,Other,None,None,Harassment,22,FALSE,FALSE
422,469531,2019-03-06,2019,Commercial,FALSE,FALSE,Asian/Southeast Asian,Chinese,None,Muslim,None,Female,Vandalism,107,TRUE,TRUE
423,746738,2022-03-31,2022,Residential,FALSE,TRUE,South Asian,Latino,Arabic,Buddhist,2SLGBT,None,Threat,156,TRUE,TRUE
424,252403,2021-06-23,2021,Other,TRUE,TRUE,Black,Arab,English,Muslim,Gay,Female,Vandalism,60,TRUE,TRUE
425,482788,2022-11-13,2022,Residential,TRUE,FALSE,White,African,Mandarin,None,2SLGBT,Transgender,Vandalism,143,TRUE,TRUE
426,855399,2022-02-22,2022,Commercial,FALSE,FALSE,South Asian,Latino,Hindi,Jewish,Gay,None,Threat,44,FALSE,TRUE
427,223001,2021-12-12,2021,Other,TRUE,TRUE,White,Japanese,English,Other,2SLGBT,Female,Assault,2,FALSE,TRUE
428,433267,2022-12-24,2022,Public,TRUE,FALSE,None,Arab,None,Buddhist,2SLGBT,Female,Harassment,145,FALSE,TRUE
429,575589,2018-04-19,2018,Commercial,TRUE,TRUE,Black,Afghan,Arabic,Christian,Gay,Male,Harassment,65,FALSE,TRUE
430,527872,2019-03-21,2019,Public,TRUE,TRUE,Asian/Southeast Asian,Chinese,Hindi,Muslim,None,None,Assault,97,FALSE,TRUE
431,739456,2020-11-02,2020,Public,TRUE,TRUE,Black,Latino,Hindi,Jewish,2SLGBT,Male,Assault,75,TRUE,TRUE
432,288621,2018-02-19,2018,Public,FALSE,FALSE,South Asian,Afghan,None,Other,None,None,Vandalism,125,TRUE,TRUE
433,213079,2020-04-10,2020,Other,FALSE,TRUE,Asian/Southeast Asian,Latino,Hindi,Buddhist,Gay,Transgender,Vandalism,58,FALSE,TRUE
434,755079,2019-06-20,2019,Public,TRUE,TRUE,Black,Israeli,Mandarin,Buddhist,Gay,Female,Vandalism,153,TRUE,TRUE
435,407252,2021-11-27,2021,Other,TRUE,TRUE,None,Israeli,Mandarin,Muslim,Gay,Transgender,Threat,147,TRUE,TRUE
436,915517,2022-02-02,2022,Commercial,FALSE,TRUE,South Asian,Afghan,None,Muslim,None,Female,Harassment,37,FALSE,TRUE
437,728513,2023-12-11,2023,Residential,FALSE,FALSE,Asian/Southeast Asian,Latino,English,Christian,2SLGBT,Male,Vandalism,22,FALSE,TRUE
438,407345,2023-07-18,2023,Commercial,TRUE,FALSE,Black,Afghan,None,Other,2SLGBT,Male,Harassment,136,FALSE,TRUE
439,562682,2022-10-09,2022,Residential,TRUE,FALSE,Asian/Southeast Asian,Israeli,Mandarin,Jewish,2SLGBT,None,Vandalism,76,TRUE,TRUE
440,550058,2022-03-27,2022,Residential,TRUE,TRUE,South Asian,Chinese,Spanish,Jewish,Gay,Male,Threat,56,TRUE,TRUE
441,441760,2022-09-10,2022,Residential,FALSE,FALSE,South Asian,Japanese,None,None,2SLGBT,Female,Vandalism,94,TRUE,TRUE
442,290983,2021-03-06,2021,Commercial,TRUE,FALSE,South Asian,Chinese,English,None,Gay,Male,Threat,63,TRUE,TRUE
443,696646,2023-02-16,2023,Residential,FALSE,TRUE,Asian/Southeast Asian,Latino,English,None,Gay,Transgender,Vandalism,143,TRUE,TRUE
444,967086,2020-12-04,2020,Public,TRUE,TRUE,Black,Afghan,Spanish,Other,None,Transgender,Harassment,13,FALSE,TRUE
445,273187,2022-03-13,2022,Public,FALSE,FALSE,White,None,English,Buddhist,2SLGBT,None,Assault,102,FALSE,TRUE
446,199781,2021-02-06,2021,Public,TRUE,TRUE,Asian/Southeast Asian,Afghan,English,None,Gay,Transgender,Vandalism,136,FALSE,TRUE
447,626288,2023-08-17,2023,Commercial,FALSE,FALSE,Asian/Southeast Asian,None,Spanish,Muslim,2SLGBT,Male,Assault,83,FALSE,TRUE
448,253601,2021-03-29,2021,Commercial,TRUE,FALSE,White,Latino,Spanish,Jewish,2SLGBT,Male,Assault,71,TRUE,TRUE
449,608170,2021-01-09,2021,Residential,FALSE,FALSE,Black,Japanese,Hindi,Jewish,2SLGBT,None,Vandalism,28,FALSE,TRUE
450,194425,2020-09-19,2020,Commercial,FALSE,FALSE,White,Arab,Hindi,Christian,None,None,Harassment,130,TRUE,TRUE
451,620692,2020-08-06,2020,Residential,FALSE,TRUE,Black,None,English,Other,2SLGBT,Female,Threat,40,FALSE,TRUE
452,692396,2018-01-01,2018,Other,TRUE,TRUE,South Asian,Latino,Arabic,None,2SLGBT,None,Harassment,89,TRUE,TRUE
453,661221,2021-12-02,2021,Commercial,TRUE,TRUE,None,African,Arabic,Other,2SLGBT,Female,Vandalism,17,FALSE,TRUE
454,445294,2020-11-16,2020,Commercial,TRUE,FALSE,South Asian,Afghan,Hindi,Christian,2SLGBT,None,Threat,71,TRUE,TRUE
455,881693,2020-09-11,2020,Other,FALSE,TRUE,None,Israeli,English,Buddhist,None,Female,Vandalism,51,TRUE,TRUE
456,154150,2018-08-06,2018,Other,TRUE,TRUE,Asian/Southeast Asian,None,Arabic,Muslim,Gay,None,Vandalism,2,FALSE,TRUE
457,904224,2022-07-19,2022,Other,TRUE,TRUE,None,Latino,Spanish,Christian,None,Male,Threat,25,FALSE,TRUE
458,205057,2020-07-14,2020,Commercial,TRUE,TRUE,Asian/Southeast Asian,Japanese,English,Buddhist,None,Male,Vandalism,123,TRUE,TRUE
459,205196,2018-11-02,2018,Commercial,TRUE,TRUE,None,Latino,Spanish,None,None,Female,Harassment,105,FALSE,TRUE
460,651125,2019-09-05,2019,Other,TRUE,TRUE,None,Latino,None,Christian,None,Female,Threat,41,FALSE,TRUE
461,302150,2022-02-05,2022,Residential,TRUE,FALSE,None,Afghan,Spanish,Muslim,Gay,Male,Vandalism,38,TRUE,TRUE
462,934956,2021-02-12,2021,Public,FALSE,FALSE,White,Japanese,Hindi,Christian,2SLGBT,None,Threat,53,FALSE,TRUE
463,665980,2022-03-19,2022,Other,TRUE,TRUE,Asian/Southeast Asian,Chinese,English,Jewish,Gay,Male,Assault,27,FALSE,TRUE
464,596046,2020-07-29,2020,Public,FALSE,FALSE,South Asian,Latino,Mandarin,Christian,2SLGBT,Male,Harassment,77,FALSE,TRUE
465,435363,2022-12-28,2022,Other,TRUE,FALSE,Black,Japanese,Mandarin,None,None,Male,Harassment,137,TRUE,TRUE
466,854553,2020-07-18,2020,Public,FALSE,FALSE,White,Latino,None,Muslim,Gay,Transgender,Vandalism,27,FALSE,TRUE
467,174873,2019-07-30,2019,Commercial,TRUE,TRUE,South Asian,None,English,Muslim,2SLGBT,Transgender,Assault,47,TRUE,TRUE
468,857794,2020-10-07,2020,Public,FALSE,TRUE,Asian/Southeast Asian,Arab,Spanish,Other,Gay,Female,Harassment,62,FALSE,TRUE
469,936570,2021-07-29,2021,Commercial,FALSE,FALSE,None,Japanese,Arabic,Muslim,2SLGBT,Male,Assault,145,TRUE,TRUE
470,125478,2021-04-18,2021,Commercial,FALSE,TRUE,South Asian,Japanese,Mandarin,Christian,2SLGBT,Transgender,Threat,34,FALSE,TRUE
471,934563,2022-11-08,2022,Commercial,FALSE,TRUE,Asian/Southeast Asian,None,Hindi,Christian,2SLGBT,None,Harassment,18,FALSE,TRUE
472,408869,2019-07-11,2019,Other,FALSE,FALSE,Black,Arab,Spanish,Buddhist,2SLGBT,Male,Harassment,145,FALSE,TRUE
473,840189,2021-10-27,2021,Residential,TRUE,FALSE,Black,Chinese,None,None,None,Transgender,Vandalism,76,TRUE,TRUE
474,479936,2021-09-05,2021,Other,TRUE,TRUE,White,African,Spanish,Christian,2SLGBT,Female,Threat,17,FALSE,TRUE
475,535670,2018-06-06,2018,Public,TRUE,FALSE,Asian/Southeast Asian,Latino,Spanish,None,2SLGBT,Transgender,Assault,27,TRUE,TRUE
476,559868,2023-02-15,2023,Commercial,TRUE,TRUE,South Asian,Israeli,Hindi,Other,2SLGBT,Transgender,Assault,10,TRUE,TRUE
477,759434,2023-11-03,2023,Public,FALSE,FALSE,White,Japanese,None,Muslim,None,None,Vandalism,25,FALSE,TRUE
478,609897,2019-10-13,2019,Commercial,FALSE,FALSE,Black,African,Arabic,None,None,Transgender,Assault,129,TRUE,TRUE
479,598126,2021-12-19,2021,Commercial,TRUE,FALSE,None,African,English,Buddhist,2SLGBT,Female,Assault,12,TRUE,TRUE
480,307720,2018-08-23,2018,Commercial,FALSE,FALSE,Black,Arab,Hindi,Christian,2SLGBT,None,Vandalism,139,TRUE,TRUE
481,981369,2023-12-18,2023,Commercial,TRUE,FALSE,White,Israeli,English,Other,2SLGBT,None,Threat,111,TRUE,TRUE
482,840454,2023-09-04,2023,Residential,FALSE,TRUE,Asian/Southeast Asian,Japanese,English,Jewish,2SLGBT,None,Assault,77,FALSE,TRUE
483,670734,2023-07-22,2023,Commercial,FALSE,FALSE,None,Latino,Mandarin,Christian,Gay,Transgender,Harassment,141,FALSE,TRUE
484,642264,2021-11-07,2021,Commercial,TRUE,FALSE,South Asian,Latino,English,Christian,Gay,Transgender,Harassment,29,FALSE,TRUE
485,814085,2023-03-13,2023,Commercial,TRUE,TRUE,South Asian,Latino,Spanish,Buddhist,None,Female,Assault,35,TRUE,TRUE
486,607639,2021-12-18,2021,Public,TRUE,TRUE,None,Israeli,Arabic,Christian,None,Male,Assault,88,FALSE,TRUE
487,134523,2023-05-17,2023,Public,FALSE,FALSE,Asian/Southeast Asian,Arab,Spanish,Buddhist,2SLGBT,None,Assault,113,FALSE,TRUE
488,194826,2020-03-30,2020,Other,FALSE,FALSE,Asian/Southeast Asian,Afghan,None,Christian,Gay,Female,Vandalism,1,TRUE,TRUE
489,191318,2019-11-06,2019,Commercial,TRUE,TRUE,White,Afghan,Mandarin,Other,Gay,Transgender,Harassment,19,TRUE,TRUE
490,331640,2019-10-02,2019,Residential,TRUE,TRUE,None,Latino,None,Buddhist,None,Female,Threat,32,TRUE,TRUE
491,129335,2021-07-03,2021,Commercial,TRUE,FALSE,White,Latino,English,None,None,None,Vandalism,142,FALSE,TRUE
492,911974,2021-02-23,2021,Public,TRUE,TRUE,South Asian,Japanese,English,Jewish,None,None,Vandalism,6,TRUE,TRUE
493,525253,2020-11-02,2020,Public,FALSE,FALSE,None,Afghan,None,Buddhist,2SLGBT,None,Vandalism,142,TRUE,TRUE
494,125889,2020-11-12,2020,Other,TRUE,TRUE,White,None,Spanish,Christian,None,None,Assault,149,TRUE,TRUE
495,159084,2019-08-30,2019,Commercial,FALSE,TRUE,White,Afghan,Mandarin,Other,Gay,Male,Threat,4,FALSE,TRUE
496,457734,2022-05-06,2022,Other,FALSE,FALSE,None,Afghan,Mandarin,Muslim,Gay,Female,Vandalism,46,TRUE,TRUE
497,366803,2020-10-13,2020,Residential,TRUE,FALSE,None,None,Spanish,Buddhist,Gay,Male,Harassment,66,FALSE,TRUE
498,656259,2023-12-02,2023,Other,TRUE,TRUE,Black,African,Spanish,Christian,2SLGBT,None,Vandalism,60,TRUE,TRUE
499,551333,2021-10-23,2021,Other,TRUE,TRUE,White,Chinese,None,Muslim,None,Transgender,Assault,67,FALSE,TRUE
500,647106,2021-05-26,2021,Commercial,TRUE,TRUE,South Asian,Chinese,Hindi,None,2SLGBT,Female,Harassment,140,FALSE,TRUE
501,220479,2019-06-29,2019,Commercial,TRUE,TRUE,None,None,Hindi,Jewish,Gay,Male,Threat,138,FALSE,TRUE
502,882146,2019-03-30,2019,Public,TRUE,FALSE,South Asian,Arab,Hindi,None,Gay,Transgender,Threat,31,FALSE,TRUE
503,822518,2020-08-13,2020,Commercial,FALSE,FALSE,None,Japanese,Spanish,Other,2SLGBT,None,Assault,70,FALSE,TRUE
504,836464,2022-07-19,2022,Other,FALSE,TRUE,White,None,Spanish,Jewish,Gay,Transgender,Threat,21,FALSE,TRUE
505,592279,2019-04-28,2019,Other,TRUE,FALSE,White,None,Arabic,Christian,2SLGBT,Transgender,Threat,68,TRUE,TRUE
506,539686,2018-10-09,2018,Residential,FALSE,FALSE,None,None,Mandarin,Muslim,Gay,Male,Assault,35,TRUE,TRUE
507,866287,2023-08-04,2023,Residential,FALSE,TRUE,White,Israeli,Hindi,Other,None,None,Harassment,32,TRUE,TRUE
508,951326,2022-11-21,2022,Commercial,TRUE,FALSE,None,Latino,English,Muslim,Gay,None,Vandalism,6,TRUE,TRUE
509,155164,2021-03-11,2021,Public,TRUE,FALSE,Black,Israeli,English,Buddhist,None,None,Vandalism,154,FALSE,TRUE
510,876915,2021-12-23,2021,Residential,TRUE,FALSE,South Asian,Latino,Hindi,Buddhist,2SLGBT,Female,Vandalism,118,FALSE,TRUE
511,567798,2023-05-27,2023,Public,TRUE,TRUE,Asian/Southeast Asian,Israeli,Mandarin,Muslim,Gay,Female,Vandalism,127,TRUE,TRUE
512,950029,2018-01-10,2018,Commercial,TRUE,FALSE,Black,Latino,Arabic,Buddhist,None,Female,Harassment,119,FALSE,TRUE
513,474984,2018-12-11,2018,Commercial,TRUE,FALSE,White,None,Hindi,Christian,None,None,Assault,145,FALSE,TRUE
514,785370,2023-04-27,2023,Residential,TRUE,FALSE,White,African,Spanish,Muslim,Gay,None,Harassment,123,FALSE,TRUE
515,589558,2021-10-23,2021,Commercial,FALSE,FALSE,Black,Chinese,Spanish,Christian,Gay,Male,Harassment,130,FALSE,TRUE
516,729335,2022-04-01,2022,Public,TRUE,FALSE,Asian/Southeast Asian,Japanese,None,Muslim,2SLGBT,Transgender,Threat,34,TRUE,TRUE
517,373519,2021-06-04,2021,Public,FALSE,FALSE,None,Arab,Spanish,Buddhist,2SLGBT,Male,Threat,81,TRUE,TRUE
518,614580,2022-05-29,2022,Residential,TRUE,FALSE,Black,African,Spanish,None,None,Transgender,Vandalism,53,TRUE,TRUE
519,658570,2019-08-23,2019,Public,FALSE,TRUE,None,Japanese,English,Other,None,None,Vandalism,35,TRUE,TRUE
520,352357,2020-05-03,2020,Residential,TRUE,TRUE,White,Japanese,Spanish,Christian,None,Transgender,Assault,66,TRUE,TRUE
521,182459,2018-08-06,2018,Commercial,FALSE,FALSE,None,Latino,Hindi,Buddhist,Gay,None,Vandalism,20,FALSE,TRUE
522,227240,2023-03-20,2023,Other,TRUE,FALSE,South Asian,Arab,English,None,None,Male,Harassment,145,TRUE,TRUE
523,402417,2019-07-17,2019,Residential,FALSE,FALSE,South Asian,Chinese,Hindi,Jewish,None,Transgender,Harassment,22,FALSE,TRUE
524,816297,2022-12-18,2022,Residential,TRUE,TRUE,Asian/Southeast Asian,Latino,Arabic,Jewish,None,None,Assault,113,TRUE,TRUE
525,808605,2019-06-27,2019,Public,FALSE,TRUE,Asian/Southeast Asian,None,English,Muslim,2SLGBT,None,Assault,30,TRUE,TRUE
526,431589,2018-11-18,2018,Residential,FALSE,TRUE,South Asian,Japanese,Arabic,Buddhist,Gay,None,Harassment,106,FALSE,TRUE
527,346924,2022-05-16,2022,Commercial,TRUE,TRUE,Black,Arab,Hindi,Other,2SLGBT,Transgender,Harassment,104,FALSE,TRUE
528,573043,2021-02-25,2021,Commercial,FALSE,TRUE,Asian/Southeast Asian,Afghan,Mandarin,Buddhist,None,None,Vandalism,56,FALSE,TRUE
529,677518,2020-10-04,2020,Residential,FALSE,TRUE,None,None,Mandarin,Buddhist,2SLGBT,Transgender,Harassment,14,FALSE,TRUE
530,648794,2019-06-11,2019,Public,FALSE,TRUE,Black,Israeli,Arabic,Christian,2SLGBT,Male,Assault,141,FALSE,TRUE
531,344857,2022-12-22,2022,Residential,TRUE,TRUE,Asian/Southeast Asian,Afghan,Mandarin,None,Gay,Male,Vandalism,28,TRUE,TRUE
532,903092,2020-12-18,2020,Other,FALSE,TRUE,Black,Afghan,English,Muslim,None,Transgender,Threat,158,FALSE,TRUE
533,784304,2023-06-05,2023,Residential,FALSE,FALSE,South Asian,African,Arabic,Muslim,None,Female,Vandalism,149,TRUE,TRUE
534,591602,2019-09-20,2019,Other,TRUE,FALSE,White,Afghan,Mandarin,None,Gay,None,Assault,25,TRUE,TRUE
535,206247,2023-07-17,2023,Other,FALSE,TRUE,Asian/Southeast Asian,Latino,English,Christian,2SLGBT,Transgender,Threat,124,TRUE,TRUE
536,691352,2019-03-02,2019,Residential,FALSE,TRUE,None,Japanese,Mandarin,None,None,Transgender,Harassment,90,TRUE,TRUE
537,672967,2018-07-01,2018,Public,TRUE,FALSE,Asian/Southeast Asian,Israeli,None,Muslim,2SLGBT,None,Vandalism,54,FALSE,TRUE
538,113719,2020-04-25,2020,Other,TRUE,FALSE,Black,Japanese,Mandarin,Buddhist,None,Transgender,Threat,33,TRUE,TRUE
539,818730,2018-08-07,2018,Public,FALSE,FALSE,None,Latino,Arabic,None,2SLGBT,Male,Vandalism,147,FALSE,TRUE
540,703125,2019-09-03,2019,Other,FALSE,TRUE,White,Arab,Spanish,None,None,Male,Threat,141,TRUE,TRUE
541,684829,2018-06-08,2018,Residential,FALSE,TRUE,Asian/Southeast Asian,Chinese,Mandarin,Other,Gay,Transgender,Assault,57,TRUE,TRUE
542,972184,2023-12-16,2023,Residential,FALSE,TRUE,Asian/Southeast Asian,Chinese,Spanish,None,2SLGBT,Male,Threat,131,FALSE,TRUE
543,302938,2019-08-12,2019,Public,TRUE,TRUE,None,Arab,English,Jewish,None,Transgender,Threat,36,TRUE,TRUE
544,267009,2023-06-04,2023,Other,FALSE,TRUE,White,Japanese,Arabic,Buddhist,2SLGBT,Female,Harassment,142,TRUE,TRUE
545,650189,2018-09-25,2018,Commercial,TRUE,TRUE,None,Israeli,Mandarin,Jewish,2SLGBT,Transgender,Assault,158,TRUE,TRUE
546,851139,2018-08-19,2018,Residential,FALSE,TRUE,White,Israeli,Arabic,Christian,Gay,None,Vandalism,22,FALSE,TRUE
547,616541,2020-04-03,2020,Other,FALSE,FALSE,White,Arab,Hindi,None,2SLGBT,Female,Threat,134,FALSE,TRUE
548,983830,2019-04-19,2019,Residential,FALSE,TRUE,White,Israeli,Hindi,None,Gay,None,Harassment,67,FALSE,TRUE
549,222254,2020-01-08,2020,Commercial,FALSE,FALSE,White,African,None,None,None,Transgender,Threat,128,TRUE,TRUE
550,986167,2022-11-19,2022,Commercial,TRUE,FALSE,Black,None,Arabic,Other,Gay,Male,Threat,112,FALSE,TRUE
551,585987,2023-07-05,2023,Residential,TRUE,FALSE,None,Japanese,Hindi,None,Gay,Transgender,Assault,50,FALSE,TRUE
552,665999,2019-08-20,2019,Commercial,FALSE,TRUE,White,None,Spanish,Other,None,None,Harassment,145,FALSE,TRUE
553,550872,2021-04-04,2021,Other,FALSE,FALSE,None,African,Arabic,Christian,None,None,Assault,103,TRUE,TRUE
554,484589,2018-03-14,2018,Residential,TRUE,TRUE,Black,Japanese,None,Other,Gay,Female,Vandalism,66,FALSE,TRUE
555,785070,2019-03-13,2019,Residential,FALSE,TRUE,South Asian,Afghan,Hindi,Other,None,None,Threat,151,TRUE,TRUE
556,891522,2021-12-09,2021,Residential,FALSE,FALSE,Asian/Southeast Asian,Latino,English,Christian,None,Male,Harassment,27,FALSE,TRUE
557,419232,2019-08-25,2019,Other,TRUE,FALSE,White,Latino,Spanish,Other,Gay,Transgender,Vandalism,21,FALSE,TRUE
558,519576,2020-03-13,2020,Public,FALSE,TRUE,White,Japanese,None,None,Gay,Male,Vandalism,144,FALSE,TRUE
559,600857,2020-09-30,2020,Other,FALSE,TRUE,None,Israeli,Mandarin,Christian,2SLGBT,Female,Vandalism,103,FALSE,TRUE
560,578098,2023-09-23,2023,Residential,TRUE,FALSE,South Asian,Arab,Arabic,Buddhist,2SLGBT,Transgender,Threat,33,TRUE,TRUE
561,662564,2022-01-09,2022,Other,FALSE,TRUE,Black,None,Mandarin,Other,Gay,Transgender,Vandalism,77,TRUE,TRUE
562,802463,2020-04-26,2020,Residential,TRUE,FALSE,South Asian,Arab,Hindi,Other,None,Female,Threat,105,FALSE,TRUE
563,750678,2020-06-03,2020,Residential,FALSE,TRUE,South Asian,None,None,Muslim,2SLGBT,Transgender,Assault,125,FALSE,TRUE
564,659886,2020-12-10,2020,Commercial,FALSE,FALSE,None,Japanese,Hindi,Buddhist,Gay,Transgender,Vandalism,62,FALSE,TRUE
565,879127,2021-12-21,2021,Residential,TRUE,FALSE,None,Latino,Mandarin,Christian,None,Female,Harassment,113,FALSE,TRUE
566,778075,2020-12-30,2020,Residential,FALSE,TRUE,Black,Afghan,None,Buddhist,2SLGBT,Female,Assault,19,FALSE,TRUE
567,389248,2020-08-17,2020,Public,FALSE,FALSE,None,Arab,English,Other,2SLGBT,Female,Assault,99,TRUE,TRUE
568,794400,2020-08-22,2020,Residential,FALSE,TRUE,None,Japanese,None,Muslim,None,None,Threat,76,FALSE,TRUE
569,195592,2021-08-06,2021,Residential,FALSE,FALSE,None,Chinese,English,Jewish,2SLGBT,Transgender,Harassment,64,FALSE,TRUE
570,454004,2018-06-10,2018,Public,TRUE,TRUE,White,Israeli,Spanish,Buddhist,Gay,Transgender,Threat,82,TRUE,TRUE
571,550785,2022-07-15,2022,Commercial,TRUE,FALSE,Asian/Southeast Asian,Afghan,Arabic,Other,Gay,Male,Assault,20,FALSE,TRUE
572,438459,2023-05-25,2023,Commercial,TRUE,FALSE,Black,Chinese,Mandarin,Jewish,None,None,Harassment,57,TRUE,TRUE
573,888419,2018-09-10,2018,Commercial,FALSE,FALSE,None,African,Arabic,None,Gay,Transgender,Assault,25,TRUE,TRUE
574,693452,2019-03-11,2019,Public,TRUE,TRUE,White,Chinese,Hindi,Other,None,Male,Harassment,100,FALSE,TRUE
575,698356,2019-03-22,2019,Other,TRUE,TRUE,None,Japanese,English,Muslim,Gay,Male,Assault,72,FALSE,TRUE
576,423081,2019-02-14,2019,Other,FALSE,FALSE,Asian/Southeast Asian,None,Spanish,Other,None,None,Harassment,7,TRUE,TRUE
577,683683,2020-04-10,2020,Other,FALSE,TRUE,None,Afghan,None,Other,2SLGBT,None,Assault,9,TRUE,TRUE
578,643880,2022-06-13,2022,Residential,TRUE,TRUE,White,Arab,English,Buddhist,None,Female,Assault,17,FALSE,TRUE
579,128642,2022-03-24,2022,Other,FALSE,FALSE,None,Arab,None,Muslim,None,Male,Vandalism,118,FALSE,TRUE
580,223441,2018-01-31,2018,Commercial,TRUE,FALSE,White,Israeli,None,Other,2SLGBT,None,Threat,97,TRUE,TRUE
581,488635,2022-05-06,2022,Public,FALSE,TRUE,South Asian,Japanese,None,Jewish,None,Transgender,Assault,71,TRUE,TRUE
582,293643,2021-01-31,2021,Public,TRUE,FALSE,South Asian,Chinese,Spanish,Muslim,None,Male,Harassment,94,FALSE,TRUE
583,534638,2020-11-21,2020,Other,FALSE,TRUE,White,Afghan,Spanish,Jewish,None,Male,Harassment,109,TRUE,TRUE
584,869272,2019-05-13,2019,Other,TRUE,FALSE,White,Latino,Mandarin,Buddhist,Gay,Transgender,Vandalism,107,TRUE,TRUE
585,960562,2019-05-16,2019,Public,FALSE,FALSE,None,Afghan,English,Jewish,None,Female,Vandalism,47,TRUE,TRUE
